01364357	0
06956544	1
13575433	2
05474346	3
00229605	4
04990525	5
00861560	6
03739327	7
15162640	8
05923696	9
04508062	10
06455497	11
11321051	12
14080836	13
01844917	14
10430665	15
01894803	16
04424418	17
02363818	18
01540432	19
09144117	20
03044671	21
09198574	22
02330830	23
10443170	24
02181538	25
00354183	26
10258152	27
02152278	28
05277941	29
01233156	30
00925207	31
02062632	32
03138856	33
01045419	34
02354537	35
02126863	36
00151279	37
02757828	38
04861486	39
13575869	40
02210728	41
10071332	42
03037924	43
01818835	44
10411163	45
06008896	46
10474064	47
02596888	48
00504270	49
01653384	50
08728749	51
00487182	52
01980328	53
04694980	54
06414948	55
00021065	56
12577895	57
14245405	58
02234719	59
07198846	60
04007239	61
05976257	62
07288639	63
10627899	64
00339463	65
05476754	66
10059582	67
00284930	68
01900408	69
00514871	70
02739861	71
00026385	72
10376890	73
03797548	74
01619929	75
01414359	76
01779644	77
12336092	78
05421414	79
02425228	80
05784699	81
12193334	82
00508091	83
01633949	84
02173336	85
04271148	86
14820180	87
05335310	88
02321046	89
00996817	90
11313911	91
02551832	92
00858742	93
00251463	94
15163005	95
09927451	96
09162803	97
03532342	98
01937579	99
00137877	100
04550676	101
14956661	102
02389559	103
05044528	104
00890590	105
00047317	106
10118382	107
14991712	108
00574218	109
01522052	110
02022804	111
11723770	112
11118886	113
00433232	114
10682169	115
01898592	116
11793651	117
02645839	118
10773527	119
08907606	120
07160635	121
01367430	122
11219635	123
02130308	124
00380698	125
01672275	126
08765460	127
00605812	128
08786432	129
06021247	130
06587790	131
05542893	132
03113881	133
10438172	134
02446352	135
12020388	136
07183000	137
10248876	138
04209239	139
01759326	140
01230850	141
06954925	142
11377712	143
01349493	144
01041298	145
00294190	146
09097871	147
00592535	148
01808989	149
07026352	150
01688812	151
00860136	152
06136105	153
00704073	154
02710294	155
00224901	156
01403052	157
00596496	158
15091846	159
01535742	160
08059870	161
03673450	162
08013653	163
01490112	164
00096648	165
01847565	166
03220513	167
00113853	168
07995164	169
06147522	170
04592741	171
09916209	172
02564403	173
01244410	174
11386692	175
03627232	176
03681148	177
00027064	178
09958724	179
02263027	180
01081505	181
13517843	182
01117541	183
00905852	184
08034299	185
03325769	186
09893502	187
04926427	188
14025478	189
00964478	190
05557839	191
02343056	192
12924452	193
04915687	194
13032923	195
08080947	196
07538965	197
05326624	198
12341126	199
02162947	200
02212323	201
05056490	202
10131515	203
02629410	204
02950826	205
09035951	206
04797295	207
02014406	208
00607780	209
00441212	210
03639077	211
07223170	212
07968354	213
01516965	214
04665543	215
03740161	216
14421373	217
00273963	218
12288598	219
14235928	220
10474645	221
01665372	222
00366547	223
01994492	224
00325785	225
12201580	226
00331655	227
09342729	228
01538629	229
10437014	230
00391417	231
07650792	232
01013040	233
03699975	234
00083523	235
00971802	236
04729710	237
05570839	238
10978842	239
00452293	240
00043683	241
11788536	242
11926185	243
01593011	244
12293419	245
00337234	246
02749479	247
02502085	248
06334512	249
01883920	250
13552270	251
01881991	252
02891788	253
04306847	254
11705171	255
08475722	256
00169811	257
08408709	258
03238131	259
05895138	260
02616627	261
01665541	262
09213565	263
15008847	264
02373015	265
12511239	266
13798814	267
09407043	268
00261533	269
09257563	270
04627936	271
00292712	272
00776059	273
09667205	274
01446589	275
00354884	276
05540121	277
00873682	278
05614175	279
05491308	280
01920048	281
00875394	282
13108662	283
02100176	284
08493261	285
01689226	286
03284120	287
10349551	288
14034177	289
02353537	290
11020888	291
11564258	292
11989869	293
12957298	294
11863467	295
01373138	296
00315810	297
11978233	298
07122018	299
06920129	300
06330528	301
02377651	302
01337224	303
01686439	304
04842029	305
02493260	306
05068716	307
11386503	308
01009240	309
08519299	310
14229912	311
02481629	312
12998349	313
01295373	314
00980779	315
00965404	316
15167027	317
08735345	318
00318035	319
06196071	320
15124864	321
02588280	322
01920939	323
04420461	324
02650050	325
01261018	326
09754217	327
